,center_text,b_size
152,抖音,320
153,抖音,279
154,抖音,205
155,抖音,202
156,抖音,262
157,抖音,954
158,抖音,282
159,抖音,476
160,抖音,425
161,抖音,240
162,抖音,337
163,抖音,232
164,抖音,235
165,抖音,366
166,抖音,290
167,抖音,235
168,抖音,395
169,抖音,321
170,抖音,363
171,抖音,358
172,抖音,232
173,抖音,222
174,抖音,219
175,抖音,274
176,抖音,506
177,抖音,231
178,抖音,566
179,抖音,283
180,抖音,256
181,抖音,338
182,抖音,201
183,抖音,332
184,抖音,761
185,抖音,264
186,抖音,497
187,抖音,201
188,抖音,260
189,抖音,251
190,抖音,406
191,抖音,279
192,抖音,215
193,抖音,309
194,抖音,230
195,抖音,331
196,抖音,638
197,抖音,219
198,抖音,258
199,抖音,246
200,抖音,489
201,抖音,2659
202,抖音,1062
203,抖音,201
204,抖音,539
205,抖音,618
206,抖音,474
207,抖音,228
208,抖音,967
209,抖音,494
210,抖音,266
211,抖音,372
212,抖音,1464
213,抖音,504
214,抖音,664
215,抖音,421
216,抖音,282
217,抖音,219
218,抖音,424
219,抖音,433
220,抖音,418
221,抖音,215
222,抖音,219
223,抖音,488
224,抖音,209
225,抖音,210
226,抖音,379
227,抖音,259
228,抖音,212
229,抖音,240
230,抖音,230
231,抖音,251
232,抖音,696
233,抖音,461
234,抖音,387
235,抖音,201
236,抖音,473
237,抖音,1271
238,抖音,1332
239,抖音,835
240,抖音,288
241,抖音,215
242,抖音,559
243,抖音,204
244,抖音,266
245,抖音,255
246,抖音,204
247,抖音,646
248,抖音,303
249,抖音,631
250,抖音,292
251,抖音,341
252,抖音,314
253,抖音,247
254,抖音,232
255,抖音,392
256,抖音,464
257,抖音,919
258,抖音,703
259,抖音,440
260,抖音,337
261,抖音,223
262,抖音,259
263,抖音,1148
264,抖音,276
265,抖音,240
266,抖音,330
267,抖音,213
268,抖音,316
269,抖音,488
270,抖音,522
271,抖音,270
272,抖音,291
273,抖音,1173
274,抖音,234
275,抖音,404
276,抖音,243
277,抖音,1183
278,抖音,203
279,抖音,226
280,抖音,1072
281,抖音,469
282,抖音,398
283,抖音,429
284,抖音,242
285,抖音,261
286,抖音,253
287,抖音,211
288,抖音,220
289,抖音,279
290,抖音,1066
291,抖音,245
292,抖音,300
293,抖音,281
294,抖音,409
295,抖音,452
296,抖音,472
297,抖音,506
298,抖音,204
299,抖音,296
300,抖音,241
301,抖音,210
302,抖音,310
303,抖音,233
304,抖音,527
305,抖音,347
306,抖音,522
307,抖音,246
308,抖音,382
309,抖音,559
310,抖音,400
311,抖音,376
312,抖音,363
313,抖音,445
314,抖音,206
315,抖音,642
316,抖音,475
317,抖音,394
318,电影,217
319,电影,476
320,电影,343
321,电影,411
322,电影,223
323,电影,210
324,电影,452
325,电影,392
326,电影,546
327,电影,222
328,电影,649
329,电影,218
330,电影,1481
331,电影,470
332,电影,251
333,电影,298
334,电影,208
335,电影,449
336,电影,5046
337,电影,1069
338,电影,747
339,电影,235
340,电影,528
341,电影,289
342,电影,202
343,电影,379
344,电影,356
345,电影,543
346,电影,265
347,电影,304
348,电影,235
349,电影,425
350,电影,229
351,电影,375
352,电影,1879
353,电影,783
354,电影,979
355,电影,379
356,电影,210
357,电影,228
358,电影,590
359,电影,2825
360,电影,801
361,电影,1072
362,电影,1259
363,电影,693
364,电影,344
365,电影,242
366,电影,321
367,电影,1166
368,电影,263
369,电影,218
370,电影,1196
371,电影,324
372,电影,236
373,电影,356
374,电影,205
375,电影,1148
376,电影,485
377,电影,228
378,电影,327
379,电影,210
380,电影,240
381,电影,367
382,电影,280
383,电影,221
384,电影,277
385,电影,247
386,电影,220
387,电影,252
388,电影,232
389,电影,323
390,电影,233
391,电影,218
392,电影,526
393,电影,202
394,电影,201
395,电影,203
396,电影,327
397,电影,324
398,电影,264
399,电影,229
400,电影,247
401,电影,423
402,电影,364
403,电影,1430
404,电影,476
405,电影,324
406,电影,2323
407,电影,436
408,电影,219
409,电影,279
410,电影,361
411,电影,305
412,电影,349
413,电影,207
414,电影,237
415,电影,217
416,电影,266
417,电影,243
418,电影,289
419,电影,266
420,电影,429
421,电影,665
422,电影,301
423,电影,245
424,电影,268
425,电影,549
426,电影,335
427,电影,592
428,电影,220
429,电影,319
430,电影,305
431,电影,304
432,电影,406
433,电影,234
434,电影,581
435,电影,242
436,电影,335
437,电影,711
438,电影,471
439,电影,288
440,电影,300
441,电影,276
442,电影,321
443,电影,212
444,电影,471
445,电影,351
446,电影,812
447,电影,215
448,电影,838
449,电影,236
450,电影,410
451,电影,213
452,电影,216
453,电影,236
454,电影,232
455,电影,536
456,电影,215
457,电影,207
458,电影,233
459,电影,255
460,电影,4156
461,电影,263
462,电影,2610
463,电影,541
464,电影,254
465,电影,280
466,电影,280
467,电影,4825
468,电影,1145
469,电影,203
470,电影,205
471,电影,457
472,电影,997
473,电影,275
474,电影,223
475,电影,1042
476,电影,297
477,电影,1721
478,电影,225
479,电影,257
480,电影,1144
481,电影,245
482,电影,978
483,电影,214
484,电影,242
485,电影,559
486,电影,429
487,电影,283
488,电影,416
489,电影,521
490,电影,397
491,电影,740
492,电影,295
493,电影,826
494,电影,257
495,电影,215
496,电影,787
497,电影,550
498,电影,452
499,电影,254
500,电影,3724
501,电影,448
502,电影,562
503,电影,367
504,电影,788
505,电影,1051
506,电影,546
507,电影,213
508,电影,680
509,电影,264
510,电影,239
511,电影,496
512,电影,203
513,电影,260
514,电影,410
515,电影,1209
516,电影,223
517,电影,356
518,电影,1256
519,电影,204
520,电影,1109
521,电影,972
522,电影,223
523,电影,319
524,电影,479
525,电影,259
526,电影,806
527,电影,218
528,电影,638
529,电影,205
530,电影,248
531,电影,1545
532,电影,238
533,电影,286
534,电影,707
535,电影,403
536,电影,285
537,电影,231
538,电影,246
539,电影,364
540,电影,435
541,电影,501
542,电影,331
543,电影,358
544,电影,2392
545,电影,353
546,电影,596
547,电影,479
548,电影,485
549,电影,685
550,电影,266
551,电影,299
552,电影,326
553,电影,286
554,电影,347
555,电影,409
556,电影,780
557,电影,251
558,电影,227
559,电影,471
560,电影,395
561,电影,315
562,电影,1756
563,电影,498
564,电影,1357
565,电影,311
566,电影,1144
567,电影,652
568,电影,394
569,rip,571
570,rip,208
571,rip,686
572,rip,373
573,rip,317
574,rip,393
575,rip,301
576,rip,775
577,rip,418
578,rip,481
579,rip,216
580,rip,1033
581,rip,398
582,rip,589
583,rip,207
584,rip,626
585,rip,2404
586,rip,2906
587,rip,238
588,rip,218
589,rip,218
590,rip,3037
591,rip,3037
592,rip,523
593,rip,333
594,rip,430
595,rip,5909
596,rip,613
597,rip,224
598,rip,531
599,rip,349
600,rip,331
601,rip,233
602,rip,734
603,rip,360
604,rip,509
605,rip,431
606,rip,1316
607,rip,351
608,rip,214
609,rip,335
610,rip,2269
611,rip,1173
612,rip,1216
613,rip,1506
614,rip,312
615,rip,312
616,rip,376
617,rip,280
618,rip,1219
619,rip,1072
620,rip,254
621,rip,1146
622,rip,4744
623,rip,657
624,rip,1185
625,rip,252
626,rip,872
627,rip,238
628,rip,364
629,rip,355
630,rip,1004
631,rip,326
632,rip,1517
633,rip,430
634,rip,588
635,rip,615
636,rip,233
637,rip,16932
638,rip,16932
639,rip,240
640,rip,1925
641,rip,286
642,rip,1293
643,rip,1291
644,rip,1291
645,rip,311
646,rip,204
647,rip,666
648,rip,666
649,rip,1043
650,rip,1519
651,rip,563
652,rip,310
653,rip,221
654,rip,285
655,rip,220
656,rip,696
657,rip,696
658,rip,226
659,rip,226
660,rip,299
661,rip,3011
662,rip,359
663,rip,359
664,rip,3607
665,rip,3607
666,rip,836
667,rip,222
668,rip,1639
669,rip,256
670,rip,755
671,rip,248
672,rip,302
673,rip,276
674,rip,874
675,rip,874
676,rip,200
677,rip,5781
678,rip,5781
679,rip,602
680,rip,379
681,rip,483
682,rip,7645
683,rip,385
684,rip,678
685,rip,210
686,rip,300
687,rip,961
688,rip,1451
689,rip,6650
690,rip,229
691,rip,242
692,rip,584
693,rip,203
694,rip,464
695,rip,1179
696,rip,3578
697,rip,310
698,rip,1362
699,rip,29493
700,rip,487
701,rip,386
702,rip,395
703,rip,3437
704,rip,8119
705,rip,12066
706,rip,215
707,rip,2971
708,rip,226
709,rip,13373
710,rip,9923
711,rip,213
712,rip,830
713,rip,285
714,rip,735
715,rip,214
716,rip,5392
717,rip,539
718,rip,212
719,rip,260
720,rip,4728
721,rip,301
722,rip,290
723,rip,892
724,rip,892
725,rip,6847
726,rip,6847
727,rip,396
728,rip,514
729,rip,514
730,rip,476
731,rip,443
732,rip,9775
733,rip,9775
734,rip,275
735,rip,2462
736,rip,271
737,rip,2146
738,rip,395
739,rip,395
740,rip,395
741,rip,5922
742,rip,551
743,rip,369
744,rip,687
745,rip,891
746,rip,813
747,rip,859
748,rip,1078
749,rip,473
750,rip,1069
751,rip,499
752,rip,1232
753,rip,878
754,rip,580
755,rip,654
756,rip,277
757,rip,282
758,rip,362
759,rip,489
760,rip,301
761,rip,252
762,rip,206
763,rip,446
764,rip,2452
765,rip,374
766,rip,236
767,rip,6855
768,rip,784
769,rip,602
770,rip,725
771,rip,1388
772,rip,562
773,rip,462
774,rip,583
775,rip,230
776,rip,564
777,rip,519
778,rip,434
779,rip,449
780,rip,2689
781,rip,1238
782,rip,847
783,rip,201
784,rip,1259
785,rip,1259
786,rip,659
787,rip,242
788,rip,367
789,rip,367
790,rip,5696
791,rip,5696
792,rip,250
793,rip,296
794,rip,296
795,rip,5180
796,rip,5180
797,rip,296
798,rip,296
799,高考,619
800,高考,919
801,高考,231
802,高考,245
803,高考,226
804,高考,423
805,高考,202
806,高考,285
807,高考,280
808,高考,201
809,高考,380
810,高考,219
811,高考,267
812,高考,293
813,高考,974
814,高考,627
815,高考,451
816,高考,397
817,高考,217
818,高考,252
819,高考,440
820,高考,207
821,高考,260
822,高考,391
823,高考,202
824,高考,375
825,高考,256
826,高考,432
827,高考,370
828,高考,849
829,高考,1551
830,高考,336
831,高考,996
832,高考,301
833,高考,212
834,高考,1139
835,高考,551
836,高考,461
837,高考,244
838,高考,231
839,高考,279
840,高考,218
841,高考,212
842,高考,240
843,高考,655
844,高考,229
845,高考,281
846,高考,1065
847,高考,348
848,高考,308
849,高考,2184
850,高考,219
851,高考,300
852,高考,230
853,高考,840
854,高考,230
855,高考,375
856,高考,379
857,高考,217
858,高考,264
859,高考,302
860,高考,313
861,高考,402
862,高考,336
863,高考,224
864,高考,404
865,高考,752
866,高考,512
867,高考,1422
868,高考,295
869,高考,258
870,高考,253
871,高考,472
872,高考,505
873,高考,207
874,高考,596
875,高考,471
876,高考,1106
877,高考,600
878,高考,240
879,高考,345
880,高考,227
881,高考,412
882,高考,214
883,高考,251
884,高考,246
885,高考,235
886,高考,311
887,高考,209
888,高考,245
889,高考,595
890,高考,239
891,高考,276
892,高考,334
893,高考,245
894,高考,245
895,高考,257
896,高考,201
897,高考,293
898,高考,223
899,高考,253
900,高考,654
901,高考,218
902,高考,239
903,高考,217
904,高考,334
905,高考,437
906,高考,444
907,高考,337
908,高考,300
909,高考,234
910,高考,236
911,高考,1003
912,高考,245
913,高考,690
914,高考,451
915,高考,219
916,高考,310
917,高考,529
918,高考,203
919,高考,391
920,高考,825
921,高考,3134
922,高考,263
923,高考,596
924,高考,231
925,高考,226
926,高考,209
927,高考,226
928,高考,316
929,高考,526
930,高考,223
931,高考,381
932,高考,208
933,高考,205
934,高考,432
935,高考,257
936,高考,257
937,高考,210
938,高考,309
939,高考,290
940,高考,849
941,高考,425
942,高考,288
943,高考,202
944,高考,605
945,高考,512
946,高考,289
947,高考,346
948,高考,219
949,高考,367
950,高考,1110
951,高考,223
952,高考,203
953,高考,201
954,高考,295
955,高考,229
956,高考,254
957,高考,239
958,高考,251
959,高考,546
960,高考,203
961,高考,232
962,高考,212
963,高考,244
964,高考,240
965,高考,271
966,高考,285
967,高考,509
968,高考,207
969,高考,525
970,高考,530
971,高考,200
972,高考,362
973,高考,213
974,高考,241
975,高考,230
976,高考,225
977,高考,241
978,高考,203
979,高考,215
980,高考,252
981,高考,210
982,高考,230
983,高考,1032
984,高考,494
985,高考,412
986,高考,775
987,高考,647
988,高考,205
989,高考,592
990,高考,406
991,高考,315
992,高考,204
993,高考,231
994,高考,3939
995,高考,285
996,高考,215
997,高考,717
998,高考,343
999,高考,584
1000,高考,1143
1001,高考,435
1002,高考,311
1003,高考,423
1004,高考,1155
1005,高考,601
1006,高考,484
1007,高考,291
1008,高考,235
1009,高考,254
1010,高考,308
1011,高考,597
1012,情人节,257
1013,情人节,337
1014,情人节,286
1015,情人节,238
1016,情人节,245
1017,情人节,903
1018,情人节,803
1019,情人节,286
1020,情人节,520
1021,情人节,277
1022,情人节,378
1023,情人节,209
1024,情人节,262
1025,情人节,384
1026,情人节,945
1027,情人节,260
1028,情人节,426
1029,情人节,209
1030,情人节,545
1031,情人节,371
1032,情人节,296
1033,情人节,337
1034,情人节,356
1035,情人节,315
1036,情人节,303
1037,情人节,453
1038,情人节,727
1039,情人节,436
1040,情人节,572
1041,情人节,450
1042,情人节,442
1043,情人节,889
1044,情人节,1044
1045,情人节,2408
1046,情人节,1137
1047,情人节,225
1048,情人节,1167
1049,情人节,602
1050,情人节,210
1051,情人节,1118
1052,情人节,1186
1053,情人节,209
1054,情人节,636
1055,情人节,247
1056,情人节,236
1057,情人节,242
1058,情人节,501
1059,情人节,234
1060,情人节,224
1061,情人节,526
1062,情人节,684
1063,情人节,238
1064,情人节,269
1065,情人节,206
1066,情人节,494
1067,情人节,474
1068,情人节,793
1069,情人节,272
1070,情人节,230
1071,情人节,213
1072,情人节,1209
1073,情人节,1084
1074,情人节,313
1075,情人节,3718
1076,情人节,2138
1077,情人节,493
1078,情人节,255
1079,情人节,218
1080,情人节,455
1081,情人节,240
1082,情人节,207
1083,情人节,511
1084,情人节,937
1085,情人节,220
1086,情人节,1004
1087,情人节,229
1088,情人节,217
1089,情人节,281
1090,情人节,265
1091,情人节,588
1092,情人节,525
1093,情人节,255
1094,情人节,263
1095,情人节,424
1096,情人节,1137
1097,情人节,1204
1098,情人节,769
1099,情人节,1427
1100,情人节,622
1101,情人节,1245
1102,情人节,301
1103,情人节,486
1104,情人节,242
1105,情人节,209
1106,情人节,242
1107,情人节,372
1108,情人节,316
1109,情人节,418
1110,情人节,376
1111,情人节,436
1112,情人节,249
1113,情人节,632
1114,情人节,210
1115,情人节,217
1116,情人节,1642
1117,情人节,4108
1118,情人节,5281
1119,情人节,7087
1120,情人节,293
1121,情人节,459
1122,情人节,225
1123,情人节,226
1124,情人节,405
1125,情人节,348
1126,情人节,246
1127,情人节,355
1128,情人节,1093
1129,情人节,1795
1130,情人节,2268
1131,情人节,2782
1132,情人节,699
1133,情人节,283
1134,情人节,276
1135,情人节,580
1136,情人节,231
1137,情人节,245
1138,情人节,221
1139,情人节,286
1140,情人节,268
1141,情人节,220
1142,情人节,1172
1143,情人节,214
1144,情人节,300
1145,情人节,597
1146,情人节,945
1147,情人节,263
1148,情人节,232
1149,情人节,508
1150,情人节,422
1151,情人节,376
1152,情人节,211
1153,情人节,278
1154,情人节,369
1155,情人节,232
1156,情人节,268
1157,情人节,763
1158,情人节,629
1159,情人节,240
1160,情人节,238
1161,情人节,260
1162,情人节,424
1163,情人节,1721
1164,情人节,370
1165,情人节,765
1166,情人节,559
1167,情人节,365
1168,情人节,280
1169,情人节,829
1170,情人节,231
1171,情人节,249
1172,情人节,349
1173,情人节,206
1174,情人节,380
1175,情人节,208
1176,情人节,382
1177,情人节,299
1178,情人节,525
1179,情人节,580
1180,情人节,875
1181,情人节,437
1182,情人节,255
1183,情人节,558
1184,情人节,219
1185,情人节,285
1186,情人节,396
1187,情人节,210
1188,情人节,235
1189,情人节,248
1190,情人节,1332
1191,情人节,310
1192,情人节,246
1193,情人节,242
1194,情人节,289
1195,情人节,287
1196,情人节,514
1197,情人节,297
1198,情人节,486
1199,情人节,249
1200,情人节,404
1201,情人节,238
1202,情人节,283
1203,情人节,212
1204,情人节,244
1205,情人节,233
1206,情人节,235
1207,情人节,523
1208,情人节,206
1209,情人节,225
1210,情人节,241
1211,情人节,491
1212,情人节,223
1213,情人节,240
1214,情人节,1324
1215,情人节,764
1216,情人节,215
1217,情人节,1289
1218,情人节,2121
1219,情人节,374
1220,情人节,366
1221,情人节,1273
1222,情人节,250
1223,情人节,210
1224,原唱,870
1225,原唱,325
1226,原唱,316
1227,原唱,539
1228,原唱,648
1229,原唱,311
1230,原唱,241
1231,原唱,280
1232,原唱,830
1233,原唱,371
1234,原唱,210
1235,原唱,214
1236,原唱,742
1237,原唱,207
1238,原唱,427
1239,原唱,377
1240,原唱,468
1241,原唱,332
1242,原唱,248
1243,原唱,597
1244,原唱,294
1245,原唱,254
1246,原唱,415
1247,原唱,415
1248,原唱,313
1249,原唱,289
1250,原唱,209
1251,原唱,243
1252,原唱,460
1253,原唱,500
1254,原唱,234
1255,原唱,229
1256,原唱,366
1257,原唱,254
1258,原唱,258
1259,原唱,208
1260,原唱,221
1261,原唱,258
1262,原唱,310
1263,原唱,258
1264,原唱,256
1265,原唱,229
1266,原唱,817
1267,原唱,208
1268,原唱,215
1269,原唱,256
1270,原唱,227
1271,原唱,311
1272,原唱,617
1273,原唱,783
1274,原唱,265
1275,原唱,250
1276,原唱,244
1277,原唱,231
1278,原唱,216
1279,原唱,238
1280,原唱,221
1281,原唱,1365
1282,原唱,1506
1283,原唱,912
1284,原唱,325
1285,原唱,209
1286,原唱,243
1287,原唱,2239
1288,原唱,320
1289,原唱,821
1290,原唱,266
1291,原唱,591
1292,原唱,286
1293,原唱,222
1294,原唱,307
1295,原唱,200
1296,原唱,313
1297,原唱,263
1298,原唱,683
1299,原唱,792
1300,原唱,238
1301,原唱,236
1302,原唱,277
1303,原唱,667
1304,原唱,778
1305,原唱,483
1306,原唱,279
1307,原唱,234
1308,原唱,201
1309,原唱,204
1310,原唱,323
1311,原唱,257
1312,原唱,285
1313,原唱,219
1314,原唱,342
1315,原唱,336
1316,原唱,377
1317,原唱,311
1318,原唱,618
1319,原唱,1592
1320,原唱,369
1321,原唱,336
1322,原唱,806
1323,原唱,860
1324,原唱,244
1325,原唱,274
1326,原唱,419
1327,原唱,246
1328,原唱,216
1329,原唱,231
1330,原唱,512
1331,原唱,475
1332,原唱,339
1333,原唱,300
1334,原唱,276
1335,原唱,301
1336,原唱,262
1337,原唱,282
1338,原唱,395
1339,原唱,488
1340,原唱,478
1341,原唱,663
1342,原唱,836
1343,原唱,730
1344,原唱,419
1345,原唱,334
1346,原唱,409
1347,原唱,442
1348,原唱,408
1349,原唱,260
1350,原唱,214
1351,原唱,222
1352,原唱,282
1353,原唱,1043
1354,原唱,694
1355,原唱,219
1356,原唱,245
1357,原唱,901
1358,原唱,247
1359,原唱,210
1360,原唱,410
1361,原唱,643
1362,原唱,509
1363,原唱,315
1364,原唱,731
1365,原唱,234
1366,原唱,484
1367,原唱,681
1368,原唱,589
1369,原唱,3017
1370,原唱,300
1371,原唱,283
1372,原唱,283
1373,原唱,267
1374,原唱,267
1375,原唱,205
1376,原唱,231
1377,原唱,233
1378,原唱,230
1379,原唱,381
1380,原唱,451
1381,原唱,257
1382,原唱,200
1383,原唱,230
1384,原唱,292
1385,原唱,578
1386,原唱,228
1387,原唱,244
1388,原唱,235
1389,原唱,290
1390,原唱,214
1391,原唱,220
1392,原唱,251
1393,原唱,445
1394,原唱,210
1395,原唱,280
1396,原唱,294
1397,原唱,517
1398,原唱,882
1399,原唱,255
1400,原唱,592
1401,原唱,683
1402,原唱,267
1403,原唱,487
1404,原唱,484
1405,原唱,276
1406,原唱,213
1407,原唱,240
1408,原唱,421
1409,原唱,409
1410,原唱,347
1411,原唱,271
1412,原唱,274
1413,原唱,396
1414,原唱,261
1415,原唱,253
1416,原唱,291
1417,原唱,373
1418,原唱,494
1419,原唱,420
1420,原唱,257
1421,原唱,732
1422,原唱,222
1423,原唱,558
1424,原唱,216
1425,原唱,484
1426,原唱,204
1427,原唱,202
1428,原唱,445
1429,原唱,295
1430,原唱,327
1431,初中,337
1432,初中,232
1433,初中,503
1434,初中,354
1435,初中,212
1436,初中,257
1437,初中,245
1438,初中,305
1439,初中,1863
1440,初中,397
1441,初中,212
1442,初中,520
1443,初中,231
1444,初中,201
1445,初中,230
1446,初中,1150
1447,初中,230
1448,初中,334
1449,初中,332
1450,初中,267
1451,初中,2670
1452,初中,817
1453,初中,364
1454,初中,520
1455,初中,243
1456,初中,252
1457,初中,200
1458,初中,783
1459,初中,226
1460,初中,913
1461,初中,261
1462,初中,214
1463,初中,227
1464,初中,220
1465,初中,639
1466,初中,264
1467,初中,412
1468,初中,220
1469,初中,231
1470,初中,249
1471,初中,273
1472,初中,223
1473,初中,341
1474,初中,2037
1475,初中,517
1476,初中,261
1477,初中,527
1478,初中,211
1479,初中,260
1480,初中,248
1481,初中,251
1482,初中,340
1483,初中,426
1484,初中,323
1485,初中,205
1486,初中,328
1487,初中,246
1488,初中,2407
1489,初中,220
1490,初中,260
1491,初中,261
1492,初中,295
1493,初中,258
1494,初中,305
1495,初中,359
1496,初中,207
1497,初中,429
1498,初中,596
1499,初中,355
1500,初中,877
1501,初中,2817
1502,初中,543
1503,初中,849
1504,初中,224
1505,初中,412
1506,初中,411
1507,初中,241
1508,初中,318
1509,初中,208
1510,初中,325
1511,初中,248
1512,初中,311
1513,初中,232
1514,初中,223
1515,初中,321
1516,初中,276
1517,初中,224
1518,初中,786
1519,初中,2523
1520,初中,291
1521,初中,438
1522,初中,938
1523,初中,840
1524,初中,1096
1525,初中,327
1526,初中,248
1527,初中,220
1528,初中,2260
1529,初中,224
1530,初中,655
1531,初中,940
1532,初中,437
1533,初中,307
1534,初中,444
1535,初中,418
1536,初中,560
1537,初中,1410
1538,初中,232
1539,初中,255
1540,初中,474
1541,初中,358
1542,初中,451
1543,初中,200
1544,初中,675
1545,初中,277
1546,初中,379
1547,初中,288
1548,初中,263
1549,初中,231
1550,初中,262
1551,初中,206
1552,初中,250
1553,初中,350
1554,初中,226
1555,初中,709
1556,初中,210
1557,初中,316
1558,初中,329
1559,初中,526
1560,初中,223
1561,初中,205
1562,初中,338
1563,初中,392
1564,初中,229
1565,初中,251
1566,初中,271
1567,初中,530
1568,初中,213
1569,初中,498
1570,初中,228
1571,初中,234
1572,初中,225
1573,初中,664
1574,初中,245
1575,初中,208
1576,初中,480
1577,初中,387
1578,初中,241
1579,初中,291
1580,初中,244
1581,初中,224
1582,初中,935
1583,初中,350
1584,初中,225
1585,初中,299
1586,初中,553
1587,初中,732
1588,初中,327
1589,初中,240
1590,初中,212
1591,初中,245
1592,初中,250
1593,初中,560
1594,初中,316
1595,初中,507
1596,初中,246
1597,初中,201
1598,初中,435
1599,初中,257
1600,初中,732
1601,初中,458
1602,初中,308
1603,初中,205
1604,初中,306
1605,初中,445
1606,初中,238
1607,初中,407
1608,初中,214
1609,初中,451
1610,初中,597
1611,初中,240
1612,初中,217
1613,初中,295
1614,哥哥,913
1615,哥哥,273
1616,哥哥,783
1617,哥哥,272
1618,哥哥,402
1619,哥哥,282
1620,哥哥,538
1621,哥哥,225
1622,哥哥,241
1623,哥哥,713
1624,哥哥,307
1625,哥哥,4980
1626,哥哥,238
1627,哥哥,209
1628,哥哥,1167
1629,哥哥,5579
1630,哥哥,685
1631,哥哥,7658
1632,哥哥,602
1633,哥哥,223
1634,哥哥,210
1635,哥哥,2913
1636,哥哥,1118
1637,哥哥,6568
1638,哥哥,1186
1639,哥哥,9422
1640,哥哥,564
1641,哥哥,209
1642,哥哥,817
1643,哥哥,330
1644,哥哥,229
1645,哥哥,438
1646,哥哥,556
1647,哥哥,509
1648,哥哥,764
1649,哥哥,323
1650,哥哥,413
1651,哥哥,643
1652,哥哥,563
1653,哥哥,559
1654,哥哥,246
1655,哥哥,289
1656,哥哥,582
1657,哥哥,493
1658,哥哥,566
1659,哥哥,786
1660,哥哥,202
1661,哥哥,220
1662,哥哥,304
1663,哥哥,403
1664,哥哥,636
1665,哥哥,259
1666,哥哥,247
1667,哥哥,544
1668,哥哥,569
1669,哥哥,951
1670,哥哥,955
1671,哥哥,3936
1672,哥哥,258
1673,哥哥,206
1674,哥哥,339
1675,哥哥,1000
1676,哥哥,256
1677,哥哥,1050
1678,哥哥,310
1679,哥哥,700
1680,哥哥,1014
1681,哥哥,246
1682,哥哥,724
1683,哥哥,317
1684,哥哥,369
1685,哥哥,1133
1686,哥哥,452
1687,哥哥,225
1688,哥哥,297
1689,哥哥,312
1690,哥哥,263
1691,哥哥,283
1692,哥哥,234
1693,哥哥,487
1694,哥哥,646
1695,哥哥,613
1696,哥哥,799
1697,哥哥,248
1698,哥哥,798
1699,哥哥,267
1700,哥哥,578
1701,哥哥,621
1702,哥哥,639
1703,哥哥,401
1704,哥哥,262
1705,哥哥,550
1706,哥哥,306
1707,哥哥,712
1708,哥哥,236
1709,哥哥,1365
1710,哥哥,242
1711,哥哥,2662
1712,哥哥,210
1713,哥哥,420
1714,哥哥,466
1715,哥哥,650
1716,哥哥,216
1717,哥哥,1477
1718,哥哥,273
1719,哥哥,327
1720,哥哥,346
1721,哥哥,490
1722,哥哥,293
1723,哥哥,284
1724,哥哥,320
1725,哥哥,479
1726,哥哥,1244
